,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
4134,4135,92.0,0.0,USA,3000000.0,,13640,128.0,87.0,3000,128.0,756.0,754.0,480.0,2715,7.4,Good
1331,1332,106.0,2.0,USA,38000000.0,144512310.0,272227,988.0,187.0,14000,357.0,23000.0,14000.0,4000.0,45327,6.7,Good
5039,5040,76.0,0.0,USA,1400.0,,38,3.0,13.0,16,0.0,0.0,0.0,0.0,0,6.3,Good
2403,2404,94.0,10.0,USA,18000000.0,59573085.0,13562,103.0,156.0,19000,52.0,567.0,312.0,261.0,2259,6.1,Good
4469,4470,87.0,1.0,USA,1000000.0,19539.0,4182,53.0,35.0,3000,4.0,2000.0,1000.0,624.0,6227,6.2,Good
3821,3822,107.0,1.0,UK,3000000.0,,46347,112.0,195.0,10000,58.0,874.0,579.0,537.0,2363,6.5,Good
3916,3917,86.0,2.0,USA,4000000.0,17314483.0,14621,48.0,69.0,0,89.0,986.0,713.0,511.0,4073,4.7,Fair
1920,1921,105.0,1.0,USA,20000000.0,35990505.0,48095,194.0,66.0,0,29.0,14000.0,1000.0,742.0,16400,5.8,Fair
69,70,126.0,0.0,USA,170000000.0,73820094.0,245333,678.0,682.0,42000,17000.0,17000.0,16000.0,1000.0,36017,7.5,Good
1289,1290,123.0,1.0,USA,40000000.0,15962471.0,79892,619.0,260.0,0,0.0,4000.0,887.0,826.0,7243,6.4,Good
1620,1621,109.0,3.0,USA,45000000.0,74484168.0,109894,340.0,123.0,0,309.0,1000.0,654.0,482.0,2740,6.9,Good
2675,2676,84.0,3.0,Australia,15000000.0,17411331.0,17328,237.0,96.0,673,119.0,989.0,982.0,918.0,4660,5.5,Fair
3925,3926,94.0,3.0,USA,4000000.0,2800000.0,4377,85.0,45.0,309,24.0,834.0,625.0,545.0,2662,5.8,Fair
1514,1515,102.0,0.0,USA,34000000.0,11227940.0,8367,94.0,68.0,120,3.0,372.0,248.0,239.0,1274,5.2,Fair
1486,1487,94.0,2.0,USA,35000000.0,13264986.0,12077,162.0,44.0,433,10.0,694.0,605.0,141.0,1668,6.0,Fair
772,773,127.0,3.0,USA,,36965395.0,113295,235.0,252.0,0,162.0,18000.0,748.0,379.0,19776,7.1,Good
1993,1994,105.0,0.0,Germany,33000000.0,34014398.0,115650,1033.0,285.0,4000,160.0,852.0,521.0,490.0,2603,5.6,Fair
2670,2671,97.0,2.0,USA,14000000.0,21468807.0,13048,227.0,108.0,243,83.0,912.0,786.0,579.0,2682,4.1,Fair
1580,1581,118.0,0.0,USA,31000000.0,44983704.0,81866,510.0,168.0,0,40.0,2000.0,702.0,617.0,4045,7.3,Good
1699,1700,100.0,3.0,USA,30000000.0,11576087.0,14747,338.0,85.0,858,38.0,811.0,586.0,362.0,2497,4.1,Fair
917,918,118.0,2.0,USA,52000000.0,37035845.0,136680,149.0,215.0,13000,71.0,16000.0,10000.0,634.0,28045,6.4,Good
1352,1353,98.0,1.0,USA,38000000.0,22770864.0,8433,85.0,55.0,168,11.0,854.0,543.0,466.0,2765,5.5,Fair
3997,3998,96.0,2.0,USA,3500000.0,9449219.0,13949,98.0,43.0,453,0.0,385.0,356.0,111.0,995,6.1,Good
3266,3267,197.0,0.0,USA,9400000.0,46300000.0,29323,344.0,61.0,0,176.0,924.0,898.0,760.0,4109,7.6,Good
3915,3916,105.0,0.0,Spain,3400000.0,7159147.0,120189,308.0,300.0,11000,171.0,382.0,273.0,143.0,954,7.5,Good
4173,4174,105.0,1.0,USA,,2276368.0,3849,37.0,74.0,0,147.0,52.0,52.0,28.0,179,7.9,Good
253,254,125.0,0.0,USA,110000000.0,125531634.0,284852,627.0,198.0,0,0.0,11000.0,8000.0,350.0,19359,6.4,Good
1452,1453,137.0,0.0,USA,35000000.0,37304950.0,102728,279.0,392.0,16000,16000.0,29000.0,6000.0,363.0,36258,6.6,Good
2484,2485,101.0,0.0,USA,17000000.0,96471845.0,268581,1109.0,239.0,20000,448.0,482.0,203.0,83.0,956,7.6,Good
1027,1028,109.0,2.0,UK,55000000.0,8355815.0,34730,341.0,105.0,0,0.0,49000.0,811.0,809.0,52885,6.4,Good
4768,4769,93.0,1.0,USA,12000000.0,37188667.0,34219,578.0,111.0,0,33.0,1000.0,188.0,135.0,1531,3.3,Bad
280,281,104.0,0.0,New Line,90000000.0,6712451.0,4102,89.0,62.0,53,23.0,752.0,631.0,591.0,3133,4.4,Fair
4986,4987,98.0,0.0,USA,65000.0,389804.0,11816,35.0,113.0,0,969.0,969.0,529.0,433.0,2530,6.3,Good
220,221,130.0,0.0,USA,140000000.0,182618434.0,133076,779.0,231.0,0,249.0,784.0,638.0,461.0,2684,6.4,Good
2468,2469,87.0,1.0,USA,3500000.0,,49669,419.0,184.0,3000,0.0,1000.0,177.0,83.0,1592,7.2,Good
4257,4258,86.0,0.0,France,2000000.0,12555230.0,18566,154.0,218.0,0,9.0,120.0,44.0,32.0,218,5.3,Fair
4879,4880,66.0,2.0,USA,250000.0,,6,1.0,1.0,53,0.0,0.0,0.0,0.0,0,7.8,Good
2576,2577,112.0,0.0,USA,16000000.0,4839383.0,21613,148.0,109.0,762,11000.0,11000.0,650.0,642.0,12766,6.6,Good
2575,2576,112.0,0.0,USA,15000000.0,4734235.0,8217,123.0,65.0,573,28.0,555.0,403.0,215.0,1227,6.0,Fair
3622,3623,44.0,1.0,USA,,,55524,315.0,47.0,0,,937.0,828.0,724.0,3318,8.4,Excellent
4238,4239,115.0,0.0,USA,,510092.0,29424,336.0,76.0,0,184.0,730.0,648.0,551.0,3293,7.0,Good
509,510,94.0,3.0,USA,79000000.0,103812241.0,67296,133.0,178.0,0,62.0,14000.0,12000.0,722.0,27842,5.8,Fair
4444,4445,97.0,3.0,USA,1500000.0,,735,18.0,6.0,402,764.0,835.0,522.0,492.0,2882,3.1,Bad
4461,4462,95.0,1.0,USA,1300000.0,695229.0,11369,65.0,43.0,872,12000.0,12000.0,680.0,636.0,14420,7.2,Good
2094,2095,108.0,1.0,USA,21000000.0,33313582.0,52888,175.0,248.0,0,0.0,13000.0,734.0,690.0,16031,6.5,Good
2978,2979,95.0,0.0,Australia,8000000.0,6739141.0,23383,68.0,58.0,1000,216.0,1000.0,1000.0,968.0,4755,5.9,Fair
3704,3705,115.0,1.0,Mexico,5000000.0,44456509.0,22105,81.0,41.0,14000,399.0,399.0,89.0,83.0,688,7.6,Good
4409,4410,95.0,1.0,USA,1696377.0,,32927,161.0,97.0,0,13000.0,472.0,239.0,82.0,896,7.6,Good
2006,2007,134.0,6.0,France,25000000.0,183662.0,18395,48.0,118.0,0,0.0,541.0,173.0,92.0,890,7.1,Good
2334,2335,101.0,0.0,USA,20000000.0,375474.0,2613,46.0,21.0,445,25.0,18000.0,723.0,407.0,20354,6.2,Good
166,167,138.0,0.0,USA,137000000.0,132122995.0,212106,1445.0,267.0,0,0.0,820.0,300.0,258.0,1814,5.7,Fair
1373,1374,188.0,1.0,USA,37000000.0,22450975.0,241030,1437.0,224.0,13000,0.0,786.0,625.0,272.0,1906,8.0,Good
2772,2773,109.0,0.0,USA,14000000.0,61356221.0,19505,162.0,86.0,0,41.0,997.0,826.0,748.0,3544,5.2,Fair
4847,4848,98.0,0.0,France,500000.0,,569,1.0,9.0,114,77.0,19.0,0.0,0.0,19,4.3,Fair
191,192,101.0,1.0,USA,110000000.0,118311368.0,245621,514.0,330.0,23000,176.0,11000.0,702.0,282.0,12406,6.4,Good
947,948,109.0,0.0,USA,50000000.0,81022333.0,34471,147.0,55.0,0,155.0,426.0,387.0,293.0,1761,5.0,Fair
1466,1467,96.0,1.0,USA,35000000.0,22913677.0,47800,244.0,89.0,0,13.0,11000.0,1000.0,973.0,17292,6.3,Good
388,389,100.0,3.0,USA,120000000.0,56114221.0,110486,695.0,369.0,41000,128.0,596.0,360.0,78.0,1261,4.3,Fair
563,564,128.0,4.0,USA,82000000.0,36381716.0,197584,918.0,435.0,42000,0.0,4000.0,2000.0,826.0,7067,6.1,Good
4132,4133,80.0,0.0,USA,3000000.0,,2978,13.0,29.0,2000,19.0,319.0,302.0,73.0,845,2.6,Bad
1655,1656,101.0,1.0,USA,27000000.0,38122105.0,112669,226.0,120.0,0,343.0,581.0,571.0,384.0,2373,6.6,Good
49,50,143.0,4.0,Australia,105000000.0,144812796.0,362912,753.0,490.0,115000,1000.0,29000.0,509.0,77.0,29770,7.3,Good
4124,4125,86.0,0.0,Ireland,,128937.0,2437,31.0,90.0,580,0.0,767.0,122.0,77.0,975,6.2,Good
409,410,120.0,2.0,USA,85000000.0,112703470.0,69860,214.0,187.0,0,278.0,11000.0,2000.0,963.0,15226,6.6,Good
3675,3676,95.0,0.0,USA,,,1955,44.0,24.0,438,14.0,113.0,110.0,60.0,396,3.4,Bad
4063,4064,93.0,0.0,Japan,16000000.0,,9066,55.0,39.0,38,8.0,88.0,82.0,49.0,373,5.6,Fair
392,393,140.0,0.0,USA,87000000.0,120147445.0,57661,455.0,175.0,0,378.0,12000.0,947.0,599.0,13808,7.3,Good
3798,3799,103.0,0.0,Germany,5000000.0,16066.0,1207,44.0,13.0,40,34.0,811.0,522.0,227.0,1789,3.3,Bad
4504,4505,110.0,3.0,USA,1200000.0,3830.0,27,1.0,1.0,75,0.0,3.0,2.0,0.0,5,7.2,Good
771,772,134.0,1.0,USA,60000000.0,37479778.0,124222,259.0,306.0,23000,16000.0,13000.0,11000.0,204.0,24458,7.4,Good
5040,5041,100.0,5.0,USA,,10443.0,1255,9.0,14.0,660,0.0,946.0,719.0,489.0,2386,6.3,Good
4293,4294,86.0,0.0,USA,3400000.0,535249.0,3467,13.0,46.0,974,10.0,189.0,131.0,126.0,768,4.6,Fair
3186,3187,106.0,0.0,USA,10000000.0,5348317.0,20810,100.0,139.0,0,102.0,14000.0,3000.0,970.0,18712,7.1,Good
3070,3071,95.0,0.0,USA,10800000.0,56729973.0,88529,262.0,160.0,0,43.0,3000.0,723.0,357.0,5286,5.8,Fair
3586,3587,120.0,0.0,USA,110000000.0,24004159.0,68722,191.0,188.0,0,153.0,1000.0,1000.0,447.0,3175,5.8,Fair
2943,2944,144.0,1.0,UK,150000000.0,167007184.0,470501,2301.0,400.0,0,258.0,6000.0,1000.0,834.0,9125,8.0,Good
4714,4715,115.0,0.0,USA,750000.0,,204,13.0,15.0,32,3.0,0.0,0.0,0.0,0,7.0,Good
3087,3088,106.0,4.0,France,11000000.0,,15060,27.0,94.0,0,7.0,68.0,29.0,24.0,175,7.4,Good
4731,4732,94.0,0.0,USA,,3117666.0,3394,43.0,88.0,694,3.0,196.0,184.0,2.0,382,7.4,Good
4460,4461,105.0,1.0,Denmark,1300000.0,1647780.0,65951,258.0,98.0,5000,346.0,280.0,278.0,141.0,821,8.1,Excellent
4746,4747,202.0,6.0,Japan,2000000.0,269061.0,229012,596.0,153.0,11000,0.0,304.0,8.0,4.0,338,8.7,Excellent
575,576,152.0,1.0,USA,72000000.0,27796042.0,45031,376.0,128.0,0,0.0,940.0,826.0,745.0,4310,6.9,Good
2674,2675,117.0,4.0,Official site,15000000.0,20218921.0,14814,114.0,135.0,0,19.0,3000.0,646.0,461.0,4204,6.3,Good
2630,2631,94.0,1.0,USA,17000000.0,42672630.0,27580,172.0,66.0,0,13.0,925.0,738.0,566.0,3423,5.3,Fair
2928,2929,81.0,0.0,USA,12000000.0,63071133.0,42892,154.0,63.0,0,406.0,13000.0,2000.0,616.0,17035,6.8,Good
1896,1897,96.0,3.0,USA,17000000.0,82234139.0,110390,522.0,181.0,6000,47.0,14000.0,11000.0,3000.0,28071,7.2,Good
2482,2483,93.0,4.0,USA,18000000.0,,13133,101.0,46.0,0,32.0,13000.0,1000.0,1000.0,16735,4.6,Fair
416,417,145.0,1.0,USA,85000000.0,57010853.0,119286,548.0,229.0,0,252.0,879.0,691.0,210.0,2380,7.3,Good
426,427,86.0,3.0,USA,84000000.0,153288182.0,71424,521.0,138.0,0,67.0,4000.0,2000.0,271.0,6355,4.9,Fair
3775,3776,121.0,0.0,USA,5000000.0,4700361.0,2047,29.0,12.0,0,35.0,4000.0,849.0,473.0,6617,4.6,Fair
4494,4495,113.0,2.0,USA,1200000.0,2859955.0,2417,32.0,10.0,0,29.0,890.0,848.0,449.0,2681,6.0,Fair
2436,2437,90.0,2.0,USA,18000000.0,15281286.0,64646,105.0,192.0,0,44.0,12000.0,904.0,729.0,16004,6.5,Good
3477,3478,110.0,1.0,Canada,7000000.0,28747570.0,100571,416.0,271.0,0,152.0,22000.0,68.0,27.0,22140,7.4,Good
1137,1138,130.0,1.0,USA,44000000.0,183875760.0,213668,270.0,119.0,0,99.0,11000.0,1000.0,812.0,13357,7.8,Good
4738,4739,111.0,0.0,USA,500000.0,985341.0,3479,87.0,54.0,180,35.0,980.0,505.0,482.0,3166,7.3,Good
526,527,110.0,0.0,USA,75000000.0,134568845.0,299852,713.0,316.0,0,335.0,11000.0,11000.0,988.0,25763,6.7,Good
829,830,97.0,2.0,USA,58000000.0,28328132.0,38298,147.0,117.0,782,420.0,4000.0,3000.0,455.0,9814,6.3,Good
3606,3607,121.0,1.0,UK,6000000.0,17605861.0,145580,351.0,252.0,0,162.0,1000.0,149.0,25.0,1184,7.7,Good
3102,3103,98.0,0.0,USA,10000000.0,110175871.0,115050,911.0,203.0,4000,70.0,4000.0,1000.0,634.0,7461,5.9,Fair
1079,1080,119.0,3.0,USA,45000000.0,92115211.0,45798,94.0,39.0,1000,541.0,821.0,577.0,551.0,4043,6.7,Good
2466,2467,114.0,0.0,France,18000000.0,,2541,20.0,59.0,342,157.0,84.0,35.0,32.0,198,5.5,Fair
934,935,96.0,1.0,USA,50000000.0,126203320.0,110432,309.0,117.0,0,65.0,12000.0,11000.0,828.0,26826,5.8,Fair
4145,4146,80.0,1.0,USA,3000000.0,,2425,31.0,28.0,968,81.0,640.0,277.0,214.0,1517,4.9,Fair
3883,3884,112.0,0.0,UK,2300000.0,62549000.0,41361,148.0,63.0,0,277.0,1000.0,530.0,327.0,2412,7.3,Good
2113,2114,143.0,2.0,USA,25000000.0,5000000.0,1547,50.0,22.0,104,688.0,638.0,50.0,42.0,788,6.2,Good
3963,3964,81.0,0.0,USA,4000000.0,,1561,21.0,14.0,531,548.0,166.0,134.0,104.0,609,4.2,Fair
3072,3073,97.0,1.0,USA,11000000.0,,45144,111.0,54.0,18000,15.0,142.0,79.0,19.0,248,4.3,Fair
4043,4044,105.0,4.0,USA,3200000.0,5776314.0,73349,142.0,261.0,15000,101.0,1000.0,394.0,157.0,2016,7.2,Good
2899,2900,100.0,1.0,USA,12500000.0,10725228.0,75675,365.0,120.0,0,164.0,18000.0,14000.0,99.0,32288,7.8,Good
3023,3024,125.0,1.0,USA,11000000.0,460935665.0,911097,1470.0,282.0,33000,0.0,11000.0,1000.0,504.0,13485,8.7,Excellent
3003,3004,120.0,0.0,Germany,12000000.0,214202.0,14831,75.0,69.0,0,7.0,662.0,345.0,289.0,1952,7.5,Good
3846,3847,43.0,0.0,USA,,,6762,27.0,5.0,2000,,562.0,560.0,298.0,1587,7.7,Good
1871,1872,118.0,0.0,USA,26000000.0,26761283.0,43084,99.0,85.0,19000,97.0,775.0,523.0,437.0,3197,6.7,Good
3324,3325,90.0,2.0,UK,8800000.0,,9296,57.0,33.0,458,3.0,1000.0,900.0,327.0,2310,6.1,Good
1479,1480,92.0,1.0,USA,35000000.0,17596256.0,12399,84.0,101.0,0,16.0,3000.0,1000.0,734.0,6327,3.8,Bad
2534,2535,136.0,2.0,USA,16500000.0,42700000.0,78392,196.0,69.0,0,0.0,25000.0,14000.0,1000.0,41059,7.7,Good
1401,1402,121.0,2.0,USA,35000000.0,144731527.0,128010,136.0,68.0,0,503.0,808.0,277.0,94.0,1446,6.7,Good
544,545,163.0,0.0,France,70000000.0,47379090.0,176936,824.0,298.0,0,14000.0,745.0,486.0,412.0,2529,7.6,Good
4988,4989,,0.0,USA,,,128,3.0,,2,0.0,1000.0,36.0,15.0,1077,4.7,Fair
3069,3070,111.0,2.0,UK,12000000.0,,5013,59.0,136.0,0,17.0,845.0,641.0,405.0,3117,5.7,Fair
1940,1941,121.0,3.0,USA,25000000.0,37738400.0,67797,285.0,322.0,30000,53.0,19000.0,11000.0,8000.0,39690,7.3,Good
4843,4844,80.0,0.0,USA,300000.0,,19875,147.0,164.0,0,43.0,13000.0,926.0,668.0,14950,6.2,Good
1024,1025,107.0,0.0,USA,50000000.0,9795017.0,9227,70.0,50.0,422,607.0,2000.0,979.0,602.0,5461,5.1,Fair
1508,1509,93.0,2.0,France,32000000.0,,28848,76.0,58.0,0,18.0,4000.0,820.0,324.0,5377,5.7,Fair
1827,1828,101.0,0.0,USA,27000000.0,4476235.0,49405,226.0,127.0,2000,212.0,1000.0,968.0,749.0,4186,6.4,Good
3462,3463,96.0,0.0,USA,7500000.0,143492840.0,414335,881.0,387.0,10000,655.0,24000.0,3000.0,973.0,28817,7.5,Good
4854,4855,98.0,1.0,USA,250000.0,3799339.0,8000,138.0,51.0,661,681.0,94.0,26.0,13.0,139,7.2,Good
996,997,129.0,0.0,USA,50000000.0,32741596.0,80140,323.0,315.0,16000,16000.0,13000.0,563.0,447.0,14344,6.5,Good
4922,4923,88.0,0.0,USA,175000.0,7137502.0,4769,26.0,26.0,406,0.0,539.0,53.0,46.0,708,6.5,Good
695,696,94.0,1.0,Hong Kong,65000000.0,19548064.0,25681,77.0,138.0,0,42.0,12000.0,9000.0,668.0,23365,6.3,Good
3585,3586,124.0,3.0,USA,6000000.0,54800000.0,35130,283.0,62.0,0,0.0,2000.0,553.0,535.0,5122,7.8,Good
259,260,60.0,4.0,USA,,,25402,97.0,29.0,0,,669.0,554.0,432.0,1655,7.6,Good
2097,2098,105.0,10.0,USA,26000000.0,30659817.0,59805,95.0,168.0,0,31.0,390.0,311.0,110.0,1006,6.4,Good
4991,4992,92.0,0.0,USA,50000.0,,53,10.0,10.0,33,0.0,0.0,,,0,7.9,Good
2788,2789,108.0,4.0,USA,14000000.0,15483540.0,56338,215.0,160.0,4000,123.0,26000.0,14000.0,690.0,41359,6.5,Good
4864,4865,96.0,0.0,USA,300000.0,,24,2.0,,85,0.0,471.0,320.0,270.0,1399,4.3,Fair
3365,3366,109.0,1.0,USA,8000000.0,27362712.0,5971,60.0,37.0,0,44.0,1000.0,886.0,458.0,3199,6.5,Good
1846,1847,100.0,0.0,USA,26000000.0,40168080.0,80870,315.0,226.0,0,124.0,2000.0,850.0,534.0,3889,5.2,Fair
538,539,124.0,0.0,USA,75000000.0,68473360.0,49536,379.0,134.0,0,258.0,867.0,826.0,748.0,3424,5.9,Fair
182,183,115.0,0.0,USA,110000000.0,227137090.0,491077,820.0,329.0,0,521.0,13000.0,897.0,883.0,17369,8.1,Excellent
3665,3666,85.0,0.0,Spain,5600000.0,27024.0,55597,148.0,222.0,4000,57.0,37.0,9.0,6.0,73,6.6,Good
3511,3512,91.0,2.0,USA,7000000.0,7455447.0,29967,126.0,223.0,0,157.0,490.0,259.0,224.0,1136,6.3,Good
1992,1993,127.0,1.0,New Zealand,25000000.0,5128124.0,44198,251.0,126.0,11000,79.0,12000.0,506.0,50.0,12574,7.9,Good
4568,4569,103.0,4.0,USA,58000000.0,80021740.0,47988,154.0,218.0,35000,11.0,2000.0,1000.0,543.0,5497,6.4,Good
530,531,117.0,9.0,USA,75000000.0,118823091.0,98693,401.0,219.0,0,163.0,719.0,339.0,260.0,1673,6.7,Good
44,45,140.0,0.0,USA,190000000.0,350034110.0,278232,657.0,424.0,94000,0.0,26000.0,23000.0,14000.0,79150,7.2,Good
3870,3871,199.0,0.0,Canada,,,14251,74.0,2.0,0,,662.0,517.0,505.0,2667,8.4,Excellent
4013,4014,104.0,6.0,USA,1000000.0,,372,20.0,5.0,18,6.0,922.0,893.0,467.0,2406,5.5,Fair
3430,3431,93.0,2.0,UK,,,3740,13.0,25.0,0,16.0,1000.0,524.0,376.0,2284,5.4,Fair
1983,1984,92.0,0.0,USA,14000000.0,49122319.0,47169,162.0,264.0,17000,30.0,941.0,459.0,309.0,2348,5.9,Fair
1790,1791,110.0,4.0,UK,27000000.0,2775593.0,61269,98.0,135.0,0,53.0,480.0,261.0,87.0,858,6.5,Good
2934,2935,93.0,1.0,USA,12000000.0,37188667.0,34219,578.0,111.0,0,33.0,1000.0,188.0,135.0,1531,3.3,Bad
2767,2768,145.0,0.0,USA,14000000.0,70001698.0,76842,173.0,72.0,4000,0.0,10000.0,854.0,560.0,12098,7.2,Good
1695,1696,96.0,2.0,USA,30000000.0,14208384.0,11520,105.0,73.0,625,0.0,372.0,206.0,130.0,977,5.6,Fair
968,969,128.0,0.0,USA,50000000.0,50815288.0,109188,625.0,358.0,0,79.0,13000.0,903.0,414.0,14747,7.0,Good
3145,3146,96.0,0.0,USA,11000000.0,16667084.0,90070,248.0,132.0,11000,31.0,651.0,610.0,536.0,3119,7.1,Good
3184,3185,85.0,2.0,USA,16000000.0,4356743.0,3662,79.0,46.0,0,49.0,719.0,405.0,401.0,2446,4.1,Fair
2564,2565,107.0,1.0,USA,16000000.0,16204793.0,92712,294.0,300.0,6000,45.0,24000.0,396.0,271.0,24805,5.1,Fair
319,320,122.0,0.0,USA,100000000.0,24985612.0,71782,161.0,289.0,27000,2000.0,26000.0,911.0,571.0,28328,7.0,Good
4334,4335,80.0,0.0,West Germany,,,952,36.0,38.0,200,2.0,16000.0,57.0,51.0,16110,6.0,Fair
1636,1637,102.0,0.0,USA,,49186871.0,12570,86.0,73.0,771,7.0,984.0,934.0,521.0,2910,5.2,Fair
3074,3075,193.0,2.0,India,700000000.0,3275443.0,13998,264.0,20.0,659,160.0,8000.0,1000.0,860.0,10822,6.0,Fair
4236,4237,90.0,2.0,Canada,2500000.0,,5187,46.0,95.0,870,10.0,371.0,52.0,42.0,558,6.0,Fair
2617,2618,100.0,1.0,Canada,20000000.0,71588220.0,134869,304.0,393.0,57000,127.0,1000.0,340.0,250.0,1949,6.2,Good
1178,1179,144.0,1.0,USA,65000000.0,56083966.0,137003,658.0,167.0,0,241.0,13000.0,3000.0,996.0,18761,6.9,Good
1167,1168,120.0,1.0,USA,42000000.0,24375436.0,42547,265.0,151.0,748,17.0,22000.0,9000.0,808.0,33585,6.1,Good
88,89,102.0,0.0,USA,165000000.0,222487711.0,279093,433.0,384.0,41000,38.0,756.0,719.0,562.0,2963,7.9,Good
3200,3201,97.0,2.0,USA,10000000.0,7574066.0,30325,96.0,270.0,0,387.0,6000.0,139.0,64.0,6322,6.3,Good
4872,4873,81.0,0.0,USA,250000.0,18195.0,336,7.0,8.0,67,0.0,119.0,24.0,5.0,154,6.3,Good
3357,3358,119.0,2.0,USA,8550000.0,4992159.0,23823,201.0,66.0,713,422.0,861.0,499.0,422.0,3306,5.6,Fair
2639,2640,106.0,0.0,USA,15000000.0,35007180.0,26846,193.0,102.0,0,357.0,23000.0,1000.0,883.0,26652,5.6,Fair
510,511,95.0,0.0,USA,78000000.0,119793567.0,64387,85.0,169.0,15000,18.0,622.0,161.0,18.0,848,6.5,Good
2530,2531,102.0,1.0,USA,16500000.0,59847242.0,55895,115.0,31.0,0,6.0,3000.0,2000.0,165.0,5433,6.8,Good
3427,3428,90.0,0.0,UK,7900000.0,671240.0,23023,149.0,85.0,0,21.0,186.0,119.0,112.0,619,6.9,Good
4101,4102,134.0,9.0,USA,3000000.0,3000000.0,55329,499.0,148.0,0,377.0,22000.0,11000.0,812.0,36859,7.8,Good
2715,2716,106.0,1.0,USA,15000000.0,7556708.0,30284,102.0,242.0,10000,835.0,13000.0,826.0,363.0,14544,6.6,Good
346,347,101.0,2.0,USA,92000000.0,67344392.0,165618,503.0,412.0,66000,212.0,13000.0,787.0,476.0,15481,5.3,Fair
3190,3191,100.0,1.0,UK,11500000.0,3275585.0,10735,88.0,30.0,561,34.0,10000.0,721.0,541.0,13160,6.6,Good
2021,2022,98.0,0.0,USA,25000000.0,1512815.0,8885,56.0,123.0,0,149.0,20000.0,617.0,439.0,21414,5.8,Fair
75,76,176.0,0.0,USA,175000000.0,88246220.0,144337,309.0,91.0,0,58.0,711.0,60.0,60.0,1004,6.1,Good
3621,3622,96.0,1.0,Germany,6000000.0,4394936.0,11439,190.0,35.0,901,3.0,4000.0,812.0,353.0,5668,5.3,Fair
2472,2473,89.0,1.0,Netherlands,17900000.0,,30215,95.0,59.0,0,130.0,444.0,312.0,183.0,1243,5.0,Fair
2621,2622,94.0,0.0,UK,9800000.0,56437947.0,85333,421.0,280.0,0,350.0,326.0,48.0,39.0,486,7.3,Good
2297,2298,108.0,3.0,USA,20000000.0,8054280.0,6838,117.0,76.0,924,54.0,786.0,567.0,463.0,2730,6.3,Good
1423,1424,87.0,0.0,Hong Kong,34000000.0,54132596.0,53786,211.0,191.0,0,14.0,11000.0,4000.0,691.0,16571,6.3,Good
1596,1597,90.0,0.0,USA,30000000.0,108360000.0,160321,178.0,59.0,0,176.0,531.0,461.0,460.0,2203,6.3,Good
1823,1824,89.0,5.0,USA,27000000.0,38536376.0,15866,83.0,76.0,0,0.0,2000.0,734.0,640.0,4311,3.6,Bad
2914,2915,118.0,0.0,Canada,12500000.0,1089445.0,2676,33.0,41.0,0,50.0,968.0,844.0,655.0,4270,7.0,Good
4205,4206,103.0,0.0,Germany,8400000.0,5725.0,10220,110.0,62.0,560,24.0,127.0,10.0,10.0,163,6.1,Good
217,218,110.0,0.0,USA,123000000.0,260031035.0,141414,482.0,175.0,0,2000.0,1000.0,722.0,636.0,4146,6.0,Fair
2903,2904,101.0,2.0,USA,,,3256,44.0,7.0,337,19.0,490.0,185.0,135.0,1166,7.8,Good
1045,1046,137.0,3.0,Czech Republic,50000000.0,1206135.0,40568,185.0,172.0,18000,79.0,27000.0,254.0,194.0,27666,6.4,Good
168,169,124.0,3.0,UK,130000000.0,68642452.0,77673,463.0,163.0,0,42.0,11000.0,973.0,848.0,13073,6.0,Fair
4709,4710,106.0,1.0,USA,600000.0,171988.0,448,16.0,15.0,12,16.0,602.0,266.0,254.0,1281,5.6,Fair
3254,3255,135.0,0.0,South Korea,10000000.0,128486.0,26156,74.0,152.0,0,419.0,398.0,149.0,7.0,569,7.3,Good
638,639,157.0,1.0,USA,68000000.0,28965197.0,133526,521.0,209.0,0,0.0,14000.0,826.0,680.0,18216,7.9,Good
4286,4287,102.0,3.0,USA,2000000.0,1477002.0,16645,72.0,168.0,0,22.0,10000.0,1000.0,80.0,11184,6.9,Good
4324,4325,102.0,0.0,USA,,13220.0,289,9.0,20.0,115,0.0,473.0,303.0,46.0,892,3.9,Bad
4957,4958,110.0,1.0,USA,100000.0,3000000.0,5,1.0,1.0,0,0.0,2.0,2.0,0.0,4,4.8,Fair
3680,3681,99.0,3.0,USA,5500000.0,56007.0,3754,69.0,27.0,113,56.0,4000.0,902.0,781.0,6776,4.9,Fair
2176,2177,105.0,0.0,USA,20000000.0,56362352.0,357581,588.0,111.0,16000,13000.0,40000.0,967.0,658.0,42330,7.9,Good
1122,1123,100.0,0.0,Australia,45000000.0,17300889.0,27648,148.0,60.0,0,23.0,1000.0,642.0,579.0,3855,4.9,Fair
908,909,172.0,1.0,USA,55000000.0,22843047.0,6082,207.0,78.0,853,438.0,852.0,637.0,466.0,2397,5.9,Fair
4917,4918,105.0,0.0,USA,200000.0,,37,1.0,13.0,38,0.0,178.0,32.0,27.0,263,6.7,Good
4212,4213,101.0,0.0,Poland,2400000.0,978908.0,4057,90.0,25.0,250,9.0,973.0,872.0,201.0,2306,5.1,Fair
